"","state","sex","age","educ","race","pid7","ideo5","religion","votechoice","hispanic","know_governor","conceal","prochoice","cleanair","wall","mandmin","aca","minwage","newsint"
"33072","Florida","Female",71,"Post-grad","White","Lean Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Support","Support","Favor","Most of the time"
"33073","Ohio","Female",69,"High school graduate","Black","Not very strong Democrat","Moderate","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Oppose","Oppose","Favor","Some of the time"
"33074","Maryland","Female",64,"Post-grad",NA,"Strong Republican","Moderate","Roman Catholic","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Support","Support","Oppose","Support","Favor","Most of the time"
"33075","Ohio","Female",64,"4-year","White","Independent","Moderate","Protestant",NA,"No","Republican","Oppose","Support","Oppose","Oppose","Support","Support","Oppose","Some of the time"
"33076","Connecticut","Male",77,"Post-grad","White","Strong Democrat","Liberal","Jewish","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33077","Arkansas","Female",48,"High school graduate","White","Strong Republican","Very conservative","Agnostic","Donald J. Trump (Republican)","No","Democrat","Oppose","Oppose","Oppose","Support","Support","Oppose","Oppose","Some of the time"
"33078","Ohio","Male",49,"2-year","White","Lean Republican","Moderate","Nothing in particular","Donald J. Trump (Republican)","No","Republican","Support","Support","Oppose","Support","Support","Support","Oppose","Most of the time"
"33079","North Carolina","Male",76,"Some college","Other race","Not very strong Republican","Moderate","Protestant","Donald J. Trump (Republican)","No","Democrat","Oppose","Oppose","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"33080","Georgia","Male",73,"Post-grad","White","Independent","Moderate","Roman Catholic","Donald J. Trump (Republican)","No","Republican","Support","Support","Oppose","Support","Support","Support","Oppose","Most of the time"
"33081","South Carolina","Male",52,"Some college","White","Not very strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"33082","Texas","Male",77,"Post-grad","White","Lean Republican","Conservative","Protestant","Other","No","Republican","Oppose","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"33083","Delaware","Female",71,"2-year","White","Strong Democrat","Moderate","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"33084","Missouri","Female",50,"4-year","White","Independent","Moderate","Roman Catholic","Other","No","Republican","Support","Oppose","Support","Oppose","Support","Oppose","Oppose","Most of the time"
"33085","South Carolina","Female",72,"Post-grad","White","Strong Democrat","Liberal","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Oppose","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33086","New York","Male",70,"4-year","White","Not very strong Democrat","Liberal","Roman Catholic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33087","Ohio","Female",52,"Some college","White","Independent","Moderate","Agnostic","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"33088","North Carolina","Female",75,"4-year","White","Lean Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"33089","New York","Female",73,"Some college","White","Independent","Moderate","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Oppose","Oppose","Oppose","Oppose","Favor","Most of the time"
"33090","Pennsylvania","Male",71,"Post-grad","White","Lean Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Support","Support","Support","Support","Oppose","Most of the time"
"33091","South Carolina","Female",68,"4-year","Hispanic","Lean Republican","Moderate","Protestant","Donald J. Trump (Republican)",NA,"Republican","Oppose","Oppose","Oppose","Support","Oppose","Support",NA,"Most of the time"
"33092","Tennessee","Male",61,"2-year","White","Lean Democrat","Liberal","Nothing in particular","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33093","Florida","Male",69,"4-year","White","Lean Democrat","Liberal","Agnostic","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33094","Florida","Male",65,"2-year","White","Not very strong Republican","Conservative","Roman Catholic","Donald J. Trump (Republican)","No","Republican","Oppose","Oppose","Oppose","Oppose","Oppose","Oppose","Oppose","Most of the time"
"33095","Texas","Male",41,"4-year","Hispanic","Lean Democrat","Moderate","Roman Catholic",NA,NA,"Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33096","Virginia","Male",92,"4-year","White","Strong Democrat","Liberal","Protestant","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33097","Colorado","Female",53,"4-year","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"33098","Pennsylvania","Female",56,"4-year","Native American","Independent","Moderate","Nothing in particular",NA,"No","Democrat","Support","Support","Support","Support","Oppose","Support","Favor","Only now and then"
"33099","Georgia","Female",31,"No HS","Black","Independent","Not sure","Protestant",NA,"No","Republican","Support","Oppose","Support","Oppose","Oppose","Oppose","Favor","Only now and then"
"33100","New York","Male",28,"4-year","White","Strong Democrat","Very liberal","Atheist",NA,"No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33101","Minnesota","Male",44,"4-year","Asian","Independent","Moderate","Nothing in particular",NA,"No","Not sure","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Only now and then"
"33102","Missouri","Female",61,"4-year","White","Not very strong Republican","Conservative","Protestant",NA,"No","Republican","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"33103","Wisconsin","Male",73,"4-year","Black","Not very strong Republican","Moderate","Protestant",NA,"No","Never Heard of Person","Oppose","Support","Oppose","Support","Oppose","Oppose","Oppose","Some of the time"
"33104","Maine","Female",74,"High school graduate","White","Not very strong Democrat","Moderate","Protestant","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"33105","California","Female",56,"Post-grad","White","Strong Democrat","Liberal","Atheist","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33106","Pennsylvania","Female",69,"4-year","White","Strong Republican","Very conservative","Roman Catholic","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"33107","Mississippi","Female",65,"2-year",NA,"Strong Democrat","Moderate","Buddhist","Joe Biden (Democrat)","No","Republican","Support","Support","Support","Support","Support","Oppose","Favor","Some of the time"
"33108","New York","Male",47,"2-year","White","Lean Republican","Moderate","Nothing in particular","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"33109","Virginia","Female",73,"Some college","White","Strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Oppose","Oppose","Oppose","Oppose","Oppose","Oppose","Oppose","Most of the time"
"33110","New Hampshire","Female",48,"2-year","White","Strong Republican","Very conservative","Something else","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"33111","Pennsylvania","Male",51,"Post-grad","White","Lean Republican","Moderate","Nothing in particular","Donald J. Trump (Republican)","No","Democrat","Support","Support","Oppose","Support","Support","Support","Oppose","Some of the time"
"33112","Michigan","Male",48,"4-year","Black","Lean Democrat","Liberal","Nothing in particular",NA,"No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33113","New Hampshire","Male",65,"2-year","White","Independent","Very conservative","Roman Catholic","Donald J. Trump (Republican)","No","Republican","Oppose","Oppose","Support","Support","Oppose","Support","Oppose","Most of the time"
"33114","Florida","Male",83,"2-year","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Only now and then"
"33115","Florida","Female",48,"2-year","Hispanic","Strong Republican","Very conservative","Roman Catholic","Donald J. Trump (Republican)",NA,"Republican","Support","Oppose","Support","Support","Oppose","Support","Favor","Some of the time"
"33116","Florida","Male",64,"Post-grad","White","Strong Republican","Conservative","Roman Catholic","Donald J. Trump (Republican)","No","Republican","Oppose","Support","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"33117","Tennessee","Female",79,"Some college","White","Strong Republican","Conservative","Nothing in particular","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"33118","Georgia","Female",74,"Some college","White","Not very strong Democrat","Moderate","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33119","Virginia","Male",67,"4-year","White","Strong Democrat","Moderate","Roman Catholic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33120","South Carolina","Male",46,"High school graduate","White","Not very strong Republican","Moderate","Roman Catholic","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Oppose","Oppose","Oppose","Some of the time"
"33121","Connecticut","Female",47,"No HS","White","Independent","Not sure","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Oppose","Support","Oppose","Oppose","Favor","Hardly at all"
"33122","South Carolina","Male",80,"Some college","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"33123","Texas","Female",50,"4-year","White","Independent","Moderate","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Only now and then"
"33124","Virginia","Male",70,"Post-grad","White","Not very strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"33125","Maine","Female",65,"4-year","White","Strong Republican","Very conservative","Roman Catholic","Donald J. Trump (Republican)","No","Democrat","Oppose","Support","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"33126","Massachusetts","Male",67,"4-year","White","Strong Democrat","Very liberal","Atheist","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33127","Connecticut","Male",76,"Post-grad","White","Lean Republican","Conservative","Nothing in particular","Donald J. Trump (Republican)","No","Democrat","Oppose","Support","Oppose","Support","Oppose","Support","Oppose","Most of the time"
